machine_id,timestamp,temperature,vibration,pressure,rul_hours
M001,2026-03-31T19:40:56.860366,74.4,0.0237,104.21,220.83
M001,2026-03-31T19:45:56.860366,71.3,0.0254,104.36,220.75
M001,2026-03-31T19:50:56.860366,66.75,0.0258,98.36,220.67
M001,2026-03-31T19:55:56.860366,74.65,0.033,95.46,220.58
M001,2026-03-31T20:00:56.860366,72.92,0.0335,96.38,220.5
M001,2026-03-31T20:05:56.860366,66.22,0.0357,100.07,220.42
M001,2026-03-31T20:10:56.860366,69.86,0.0361,104.07,220.33
M001,2026-03-31T20:15:56.860366,71.73,0.0238,96.68,220.25
M001,2026-03-31T20:20:56.860366,74.33,0.027,98.01,220.17
M001,2026-03-31T20:25:56.860366,74.04,0.0311,98.65,220.08
M001,2026-03-31T20:30:56.860366,66.8,0.0308,102.48,220.0
M001,2026-03-31T20:35:56.860366,69.74,0.0334,98.66,219.92
M001,2026-03-31T20:40:56.860366,69.96,0.0355,96.72,219.83
M001,2026-03-31T20:45:56.860366,69.69,0.0338,95.66,219.75
M001,2026-03-31T20:50:56.860366,66.05,0.0352,103.67,219.67
M001,2026-03-31T20:55:56.860366,68.45,0.0219,103.72,219.58
M001,2026-03-31T21:00:56.860366,72.31,0.0346,102.42,219.5
M001,2026-03-31T21:05:56.860366,69.89,0.0241,95.38,219.42
M001,2026-03-31T21:10:56.860366,71.51,0.0216,102.38,219.33
M001,2026-03-31T21:15:56.860366,66.52,0.0206,98.46,219.25
M001,2026-03-31T21:20:56.860366,71.14,0.031,101.85,219.17
M001,2026-03-31T21:25:56.860366,70.99,0.0225,102.58,219.08
M001,2026-03-31T21:30:56.860366,71.43,0.034,102.75,219.0
M001,2026-03-31T21:35:56.860366,70.03,0.0389,100.04,218.92
M001,2026-03-31T21:40:56.860366,72.27,0.0208,104.82,218.83
M001,2026-03-31T21:45:56.860366,65.12,0.0353,95.96,218.75
M001,2026-03-31T21:50:56.860366,66.55,0.0342,102.32,218.67
M001,2026-03-31T21:55:56.860366,67.98,0.0358,99.7,218.58
M001,2026-03-31T22:00:56.860366,67.12,0.0218,102.33,218.5
M001,2026-03-31T22:05:56.860366,67.92,0.0323,98.25,218.42
M001,2026-03-31T22:10:56.860366,68.43,0.0277,103.85,218.33
M001,2026-03-31T22:15:56.860366,71.68,0.0351,104.23,218.25
M001,2026-03-31T22:20:56.860366,74.89,0.0383,100.36,218.17
M001,2026-03-31T22:25:56.860366,69.35,0.0251,104.15,218.08
M001,2026-03-31T22:30:56.860366,73.3,0.0322,96.23,218.0
M001,2026-03-31T22:35:56.860366,70.22,0.0388,102.53,217.92
M001,2026-03-31T22:40:56.860366,70.11,0.0333,95.29,217.83
M001,2026-03-31T22:45:56.860366,67.82,0.031,103.26,217.75
M001,2026-03-31T22:50:56.860366,69.13,0.0239,95.52,217.67
M001,2026-03-31T22:55:56.860366,65.0,0.0395,96.15,217.58
M001,2026-03-31T23:00:56.860366,68.77,0.0248,100.35,217.5
M001,2026-03-31T23:05:56.860366,71.93,0.0306,102.68,217.42
M001,2026-03-31T23:10:56.860366,70.38,0.0207,103.67,217.33
M001,2026-03-31T23:15:56.860366,69.59,0.0263,101.08,217.25
M001,2026-03-31T23:20:56.860366,65.79,0.0324,98.57,217.17
M001,2026-03-31T23:25:56.860366,66.38,0.0242,99.25,217.08
M001,2026-03-31T23:30:56.860366,70.85,0.0245,100.26,217.0
M001,2026-03-31T23:35:56.860366,65.59,0.0271,100.05,216.92
M001,2026-03-31T23:40:56.860366,65.44,0.039,103.59,216.83
M001,2026-03-31T23:45:56.860366,65.17,0.0339,104.73,216.75
M001,2026-03-31T23:50:56.860366,68.06,0.0259,98.27,216.67
M001,2026-03-31T23:55:56.860366,69.81,0.0331,103.6,216.58
M001,2026-04-01T00:00:56.860366,73.94,0.0229,95.5,216.5
M001,2026-04-01T00:05:56.860366,70.47,0.0332,104.37,216.42
M001,2026-04-01T00:10:56.860366,69.35,0.0314,96.53,216.33
M001,2026-04-01T00:15:56.860366,67.67,0.0251,101.17,216.25
M001,2026-04-01T00:20:56.860366,67.66,0.0271,101.99,216.17
M001,2026-04-01T00:25:56.860366,70.85,0.0288,99.24,216.08
M001,2026-04-01T00:30:56.860366,73.14,0.028,97.02,216.0
M001,2026-04-01T00:35:56.860366,68.47,0.0245,96.56,215.92
M001,2026-04-01T00:40:56.860366,65.37,0.0304,98.55,215.83
M001,2026-04-01T00:45:56.860366,65.82,0.0393,95.21,215.75
M001,2026-04-01T00:50:56.860366,68.93,0.029,103.47,215.67
M001,2026-04-01T00:55:56.860366,71.94,0.0311,97.46,215.58
M001,2026-04-01T01:00:56.860366,74.13,0.0337,97.23,215.5
M001,2026-04-01T01:05:56.860366,69.52,0.0393,101.25,215.42
M001,2026-04-01T01:10:56.860366,74.16,0.0301,98.65,215.33
M001,2026-04-01T01:15:56.860366,66.76,0.0375,97.85,215.25
M001,2026-04-01T01:20:56.860366,74.96,0.0328,103.29,215.17
M001,2026-04-01T01:25:56.860366,67.55,0.0299,100.04,215.08
M001,2026-04-01T01:30:56.860366,68.76,0.0288,96.71,215.0
M001,2026-04-01T01:35:56.860366,67.05,0.0202,96.64,214.92
M001,2026-04-01T01:40:56.860366,74.34,0.0229,100.21,214.83
M001,2026-04-01T01:45:56.860366,70.97,0.0201,97.29,214.75
M001,2026-04-01T01:50:56.860366,71.89,0.0301,97.5,214.67
M001,2026-04-01T01:55:56.860366,68.42,0.0221,102.33,214.58
M001,2026-04-01T02:00:56.860366,74.48,0.0373,95.21,214.5
M001,2026-04-01T02:05:56.860366,74.49,0.0301,96.45,214.42
M001,2026-04-01T02:10:56.860366,74.36,0.0361,97.34,214.33
M001,2026-04-01T02:15:56.860366,71.71,0.0341,95.67,214.25
M001,2026-04-01T02:20:56.860366,70.4,0.0331,98.47,214.17
M001,2026-04-01T02:25:56.860366,74.75,0.0341,103.91,214.08
M001,2026-04-01T02:30:56.860366,69.85,0.0365,99.34,214.0
M001,2026-04-01T02:35:56.860366,74.16,0.0258,104.38,213.92
M001,2026-04-01T02:40:56.860366,68.36,0.0208,98.39,213.83
M001,2026-04-01T02:45:56.860366,66.3,0.0339,96.9,213.75
M001,2026-04-01T02:50:56.860366,71.33,0.0344,101.03,213.67
M001,2026-04-01T02:55:56.860366,71.78,0.0293,103.79,213.58
M001,2026-04-01T03:00:56.860366,72.81,0.0367,99.86,213.5
M001,2026-04-01T03:05:56.860366,66.11,0.0289,95.53,213.42
M001,2026-04-01T03:10:56.860366,69.35,0.0319,102.87,213.33
M001,2026-04-01T03:15:56.860366,71.76,0.031,95.06,213.25
M001,2026-04-01T03:20:56.860366,65.75,0.0287,103.62,213.17
M001,2026-04-01T03:25:56.860366,68.95,0.0219,98.83,213.08
M001,2026-04-01T03:30:56.860366,65.57,0.022,102.34,213.0
M001,2026-04-01T03:35:56.860366,73.12,0.0223,102.42,212.92
M001,2026-04-01T03:40:56.860366,71.54,0.0374,104.81,212.83
M001,2026-04-01T03:45:56.860366,71.6,0.0267,103.83,212.75
M001,2026-04-01T03:50:56.860366,65.27,0.0378,100.21,212.67
M001,2026-04-01T03:55:56.860366,67.4,0.0295,96.58,212.58
M001,2026-04-01T04:00:56.860366,65.53,0.036,102.32,212.5
M001,2026-04-01T04:05:56.860366,65.72,0.0226,100.76,212.42
M001,2026-04-01T04:10:56.860366,67.88,0.0315,98.92,212.33
M001,2026-04-01T04:15:56.860366,72.15,0.0263,103.17,212.25
M001,2026-04-01T04:20:56.860366,67.29,0.0274,98.51,212.17
M001,2026-04-01T04:25:56.860366,70.01,0.0242,104.05,212.08
M001,2026-04-01T04:30:56.860366,71.91,0.0318,97.42,212.0
M001,2026-04-01T04:35:56.860366,65.59,0.0221,101.74,211.92
M001,2026-04-01T04:40:56.860366,73.11,0.0318,103.06,211.83
M001,2026-04-01T04:45:56.860366,72.63,0.028,97.51,211.75
M001,2026-04-01T04:50:56.860366,67.62,0.034,97.67,211.67
M001,2026-04-01T04:55:56.860366,68.18,0.0347,101.27,211.58
M001,2026-04-01T05:00:56.860366,66.25,0.0295,104.94,211.5
M001,2026-04-01T05:05:56.860366,71.36,0.0316,99.56,211.42
M001,2026-04-01T05:10:56.860366,74.74,0.0388,102.45,211.33
M001,2026-04-01T05:15:56.860366,67.48,0.0299,96.26,211.25
M001,2026-04-01T05:20:56.860366,74.43,0.0378,100.84,211.17
M001,2026-04-01T05:25:56.860366,71.95,0.029,95.4,211.08
M001,2026-04-01T05:30:56.860366,66.85,0.028,103.37,211.0
M001,2026-04-01T05:35:56.860366,67.4,0.0209,104.62,210.92
M001,2026-04-01T05:40:56.860366,73.16,0.0338,99.73,210.83
M001,2026-04-01T05:45:56.860366,73.96,0.0232,97.47,210.75
M001,2026-04-01T05:50:56.860366,74.48,0.0293,104.2,210.67
M001,2026-04-01T05:55:56.860366,73.89,0.027,100.73,210.58
M001,2026-04-01T06:00:56.860366,65.07,0.0353,99.58,210.5
M001,2026-04-01T06:05:56.860366,70.7,0.0276,98.93,210.42
M001,2026-04-01T06:10:56.860366,68.21,0.0308,103.04,210.33
M001,2026-04-01T06:15:56.860366,70.72,0.0241,101.61,210.25
M001,2026-04-01T06:20:56.860366,73.14,0.0267,104.23,210.17
M001,2026-04-01T06:25:56.860366,74.01,0.0216,97.8,210.08
M001,2026-04-01T06:30:56.860366,65.16,0.0377,98.48,210.0
M001,2026-04-01T06:35:56.860366,67.91,0.0292,102.09,209.92
M001,2026-04-01T06:40:56.860366,72.78,0.0293,104.18,209.83
M001,2026-04-01T06:45:56.860366,68.9,0.037,104.43,209.75
M001,2026-04-01T06:50:56.860366,70.31,0.0239,95.68,209.67
M001,2026-04-01T06:55:56.860366,69.12,0.0211,97.6,209.58
M001,2026-04-01T07:00:56.860366,65.28,0.0251,103.87,209.5
M001,2026-04-01T07:05:56.860366,74.27,0.0205,96.63,209.42
M001,2026-04-01T07:10:56.860366,71.27,0.0245,95.44,209.33
M001,2026-04-01T07:15:56.860366,73.19,0.0357,104.8,209.25
M001,2026-04-01T07:20:56.860366,66.11,0.0247,101.02,209.17
M001,2026-04-01T07:25:56.860366,69.47,0.0342,104.35,209.08
M001,2026-04-01T07:30:56.860366,68.31,0.0337,101.54,209.0
M001,2026-04-01T07:35:56.860366,67.05,0.0234,99.45,208.92
M001,2026-04-01T07:40:56.860366,74.4,0.0208,100.19,208.83
M001,2026-04-01T07:45:56.860366,69.97,0.0337,101.61,208.75
M001,2026-04-01T07:50:56.860366,67.24,0.0239,95.44,208.67
M001,2026-04-01T07:55:56.860366,71.29,0.0364,96.25,208.58
M001,2026-04-01T08:00:56.860366,73.96,0.0224,101.45,208.5
M001,2026-04-01T08:05:56.860366,65.19,0.0267,96.57,208.42
M001,2026-04-01T08:10:56.860366,72.42,0.0217,104.64,208.33
M001,2026-04-01T08:15:56.860366,70.84,0.0249,104.26,208.25
M001,2026-04-01T08:20:56.860366,72.93,0.0355,100.16,208.17
M001,2026-04-01T08:25:56.860366,69.94,0.0234,104.75,208.08
M001,2026-04-01T08:30:56.860366,65.7,0.0325,100.03,208.0
M001,2026-04-01T08:35:56.860366,65.48,0.0304,99.41,207.92
M001,2026-04-01T08:40:56.860366,70.71,0.0258,101.49,207.83
M001,2026-04-01T08:45:56.860366,74.06,0.0219,104.13,207.75
M001,2026-04-01T08:50:56.860366,65.27,0.0366,99.36,207.67
M001,2026-04-01T08:55:56.860366,74.83,0.0383,103.26,207.58
M001,2026-04-01T09:00:56.860366,65.25,0.0347,100.43,207.5
M001,2026-04-01T09:05:56.860366,69.55,0.0326,103.99,207.42
M001,2026-04-01T09:10:56.860366,66.34,0.0346,97.44,207.33
M001,2026-04-01T09:15:56.860366,74.89,0.0336,97.41,207.25
M001,2026-04-01T09:20:56.860366,66.3,0.0338,96.95,207.17
M001,2026-04-01T09:25:56.860366,73.77,0.0258,102.67,207.08
M001,2026-04-01T09:30:56.860366,65.52,0.03,95.12,207.0
M001,2026-04-01T09:35:56.860366,66.95,0.0283,104.86,206.92
M001,2026-04-01T09:40:56.860366,71.13,0.0307,96.84,206.83
M001,2026-04-01T09:45:56.860366,73.84,0.0217,96.53,206.75
M001,2026-04-01T09:50:56.860366,68.81,0.0216,104.46,206.67
M001,2026-04-01T09:55:56.860366,70.77,0.0331,98.17,206.58
M001,2026-04-01T10:00:56.860366,70.29,0.0301,95.73,206.5
M001,2026-04-01T10:05:56.860366,65.08,0.0218,95.15,206.42
M001,2026-04-01T10:10:56.860366,65.87,0.0204,100.67,206.33
M001,2026-04-01T10:15:56.860366,72.57,0.0261,99.1,206.25
M001,2026-04-01T10:20:56.860366,69.88,0.0257,100.9,206.17
M001,2026-04-01T10:25:56.860366,71.78,0.0232,96.7,206.08
M001,2026-04-01T10:30:56.860366,71.85,0.0366,103.21,206.0
M001,2026-04-01T10:35:56.860366,67.75,0.0217,96.13,205.92
M001,2026-04-01T10:40:56.860366,67.33,0.0323,95.45,205.83
M001,2026-04-01T10:45:56.860366,73.38,0.0225,101.13,205.75
M001,2026-04-01T10:50:56.860366,67.7,0.0246,101.49,205.67
M001,2026-04-01T10:55:56.860366,73.2,0.0299,95.15,205.58
M001,2026-04-01T11:00:56.860366,65.1,0.0292,100.72,205.5
M001,2026-04-01T11:05:56.860366,74.32,0.0251,96.82,205.42
M001,2026-04-01T11:10:56.860366,73.31,0.0268,95.21,205.33
M001,2026-04-01T11:15:56.860366,68.96,0.0304,104.53,205.25
M001,2026-04-01T11:20:56.860366,69.79,0.0223,102.65,205.17
M001,2026-04-01T11:25:56.860366,70.36,0.026,98.55,205.08
M001,2026-04-01T11:30:56.860366,68.55,0.023,103.66,205.0
M001,2026-04-01T11:35:56.860366,67.66,0.0287,100.0,204.92
M001,2026-04-01T11:40:56.860366,73.09,0.0218,104.52,204.83
M001,2026-04-01T11:45:56.860366,73.49,0.0326,104.11,204.75
M001,2026-04-01T11:50:56.860366,72.18,0.0368,101.16,204.67
M001,2026-04-01T11:55:56.860366,67.81,0.0323,104.46,204.58
M001,2026-04-01T12:00:56.860366,74.85,0.0322,104.05,204.5
M001,2026-04-01T12:05:56.860366,70.8,0.0238,103.27,204.42
M001,2026-04-01T12:10:56.860366,67.31,0.0267,95.55,204.33
M001,2026-04-01T12:15:56.860366,74.65,0.023,97.54,204.25
M001,2026-04-01T12:20:56.860366,71.99,0.0207,98.61,204.17
M001,2026-04-01T12:25:56.860366,67.29,0.0336,100.71,204.08
M001,2026-04-01T12:30:56.860366,74.01,0.0358,101.13,204.0
M001,2026-04-01T12:35:56.860366,70.49,0.0304,101.68,203.92
M001,2026-04-01T12:40:56.860366,65.47,0.0302,96.14,203.83
M001,2026-04-01T12:45:56.860366,69.83,0.0344,98.12,203.75
M001,2026-04-01T12:50:56.860366,65.92,0.0218,97.35,203.67
M001,2026-04-01T12:55:56.860366,65.77,0.0393,104.0,203.58
M001,2026-04-01T13:00:56.860366,70.73,0.0255,100.86,203.5
M001,2026-04-01T13:05:56.860366,69.92,0.0249,102.36,203.42
M001,2026-04-01T13:10:56.860366,71.11,0.0232,101.43,203.33
M001,2026-04-01T13:15:56.860366,72.08,0.0217,103.85,203.25
M001,2026-04-01T13:20:56.860366,71.41,0.0206,96.09,203.17
M001,2026-04-01T13:25:56.860366,71.55,0.0283,98.46,203.08
M001,2026-04-01T13:30:56.860366,74.82,0.0224,98.53,203.0
M001,2026-04-01T13:35:56.860366,73.53,0.0346,102.72,202.92
M001,2026-04-01T13:40:56.860366,65.28,0.0348,95.67,202.83
M001,2026-04-01T13:45:56.860366,72.81,0.0358,101.36,202.75
M001,2026-04-01T13:50:56.860366,68.32,0.0314,100.71,202.67
M001,2026-04-01T13:55:56.860366,73.11,0.0233,98.12,202.58
M001,2026-04-01T14:00:56.860366,67.99,0.0309,95.78,202.5
M001,2026-04-01T14:05:56.860366,70.07,0.024,95.02,202.42
M001,2026-04-01T14:10:56.860366,66.15,0.0293,97.66,202.33
M001,2026-04-01T14:15:56.860366,65.34,0.0262,101.67,202.25
M001,2026-04-01T14:20:56.860366,72.17,0.0214,98.96,202.17
M001,2026-04-01T14:25:56.860366,66.4,0.0216,97.27,202.08
M001,2026-04-01T14:30:56.860366,67.06,0.0359,101.24,202.0
M001,2026-04-01T14:35:56.860366,67.12,0.039,104.81,201.92
M001,2026-04-01T14:40:56.860366,70.29,0.03,102.67,201.83
M001,2026-04-01T14:45:56.860366,74.76,0.0393,103.71,201.75
M001,2026-04-01T14:50:56.860366,66.96,0.0387,95.76,201.67
M001,2026-04-01T14:55:56.860366,74.35,0.0253,95.44,201.58
M001,2026-04-01T15:00:56.860366,65.16,0.038,101.38,201.5
M001,2026-04-01T15:05:56.860366,66.03,0.0358,97.87,201.42
M001,2026-04-01T15:10:56.860366,72.81,0.0291,101.74,201.33
M001,2026-04-01T15:15:56.860366,70.48,0.0225,101.58,201.25
M001,2026-04-01T15:20:56.860366,68.29,0.0373,98.63,201.17
M001,2026-04-01T15:25:56.860366,71.61,0.0298,98.91,201.08
M001,2026-04-01T15:30:56.860366,74.3,0.0392,102.77,201.0
M001,2026-04-01T15:35:56.860366,69.1,0.0226,95.66,200.92
M001,2026-04-01T15:40:56.860366,67.03,0.0399,97.38,200.83
M001,2026-04-01T15:45:56.860366,73.0,0.0235,102.03,200.75
M001,2026-04-01T15:50:56.860366,67.81,0.0396,99.37,200.67
M001,2026-04-01T15:55:56.860366,71.7,0.0273,99.75,200.58
M001,2026-04-01T16:00:56.860366,68.67,0.0335,103.86,200.5
M001,2026-04-01T16:05:56.860366,71.47,0.0315,100.77,200.42
M001,2026-04-01T16:10:56.860366,69.79,0.0211,98.59,200.33
M001,2026-04-01T16:15:56.860366,74.1,0.0253,98.39,200.25
M001,2026-04-01T16:20:56.860366,68.43,0.0337,96.62,200.17
M001,2026-04-01T16:25:56.860366,69.71,0.0385,101.65,200.08
M001,2026-04-01T16:30:56.860366,74.59,0.0362,104.57,200.0
M001,2026-04-01T16:35:56.860366,65.36,0.0394,96.5,199.92
M001,2026-04-01T16:40:56.860366,67.1,0.036,95.74,199.83
M001,2026-04-01T16:45:56.860366,73.25,0.0314,102.43,199.75
M001,2026-04-01T16:50:56.860366,65.25,0.0321,97.39,199.67
M001,2026-04-01T16:55:56.860366,70.42,0.0329,97.01,199.58
M001,2026-04-01T17:00:56.860366,70.51,0.0318,99.85,199.5
M001,2026-04-01T17:05:56.860366,71.57,0.025,98.54,199.42
M001,2026-04-01T17:10:56.860366,70.85,0.0237,97.07,199.33
M001,2026-04-01T17:15:56.860366,68.39,0.0308,97.3,199.25
M001,2026-04-01T17:20:56.860366,65.59,0.0205,101.36,199.17
M001,2026-04-01T17:25:56.860366,67.19,0.0397,104.58,199.08
M001,2026-04-01T17:30:56.860366,66.77,0.031,104.56,199.0
M001,2026-04-01T17:35:56.860366,68.39,0.02,99.12,198.92
M001,2026-04-01T17:40:56.860366,65.17,0.0277,102.18,198.83
M001,2026-04-01T17:45:56.860366,68.95,0.0256,97.41,198.75
M001,2026-04-01T17:50:56.860366,67.61,0.0392,95.12,198.67
M001,2026-04-01T17:55:56.860366,71.0,0.0303,96.88,198.58
M001,2026-04-01T18:00:56.860366,65.02,0.0305,101.15,198.5
M001,2026-04-01T18:05:56.860366,71.29,0.0235,100.98,198.42
M001,2026-04-01T18:10:56.860366,66.71,0.0252,100.24,198.33
M001,2026-04-01T18:15:56.860366,68.84,0.0342,96.03,198.25
M001,2026-04-01T18:20:56.860366,66.56,0.0206,100.1,198.17
M001,2026-04-01T18:25:56.860366,69.87,0.0308,95.8,198.08
M001,2026-04-01T18:30:56.860366,74.51,0.0349,101.24,198.0
M001,2026-04-01T18:35:56.860366,70.42,0.0232,99.13,197.92
M001,2026-04-01T18:40:56.860366,67.29,0.0214,95.67,197.83
M001,2026-04-01T18:45:56.860366,70.8,0.0216,99.73,197.75
M001,2026-04-01T18:50:56.860366,67.86,0.0388,103.92,197.67
M001,2026-04-01T18:55:56.860366,73.61,0.0358,103.35,197.58
M001,2026-04-01T19:00:56.860366,73.22,0.0202,100.32,197.5
M001,2026-04-01T19:05:56.860366,73.43,0.0312,98.11,197.42
M001,2026-04-01T19:10:56.860366,66.98,0.0224,102.1,197.33
M001,2026-04-01T19:15:56.860366,71.38,0.0336,96.37,197.25
M001,2026-04-01T19:20:56.860366,68.0,0.0301,103.96,197.17
M001,2026-04-01T19:25:56.860366,68.95,0.0354,101.89,197.08
M001,2026-04-01T19:30:56.860366,70.44,0.0237,95.47,197.0
M001,2026-04-01T19:35:56.860366,66.26,0.0303,100.01,196.92
M001,2026-04-01T19:40:56.860366,70.44,0.0309,104.71,196.83
M001,2026-04-01T19:45:56.860366,66.24,0.0379,96.82,196.75
M001,2026-04-01T19:50:56.860366,72.69,0.0396,98.95,196.67
M001,2026-04-01T19:55:56.860366,70.34,0.0336,98.84,196.58
M001,2026-04-01T20:00:56.860366,68.2,0.0296,98.33,196.5
M001,2026-04-01T20:05:56.860366,68.55,0.0228,103.18,196.42
M001,2026-04-01T20:10:56.860366,70.15,0.0281,104.52,196.33
M001,2026-04-01T20:15:56.860366,69.87,0.0246,100.18,196.25
M001,2026-04-01T20:20:56.860366,73.74,0.0225,104.7,196.17
M001,2026-04-01T20:25:56.860366,72.14,0.0268,96.62,196.08
M001,2026-04-01T20:30:56.860366,70.5,0.0209,96.67,196.0
M001,2026-04-01T20:35:56.860366,68.45,0.0302,104.54,195.92
M001,2026-04-01T20:40:56.860366,71.4,0.0298,99.57,195.83
M001,2026-04-01T20:45:56.860366,71.6,0.0283,97.93,195.75
M001,2026-04-01T20:50:56.860366,72.81,0.0354,99.52,195.67
M001,2026-04-01T20:55:56.860366,65.16,0.0242,101.47,195.58
M001,2026-04-01T21:00:56.860366,74.47,0.0292,98.88,195.5
M001,2026-04-01T21:05:56.860366,71.03,0.0225,98.31,195.42
M001,2026-04-01T21:10:56.860366,71.74,0.0395,101.41,195.33
M001,2026-04-01T21:15:56.860366,67.39,0.0291,101.74,195.25
M001,2026-04-01T21:20:56.860366,70.1,0.0317,99.6,195.17
M001,2026-04-01T21:25:56.860366,72.27,0.0302,98.09,195.08
M001,2026-04-01T21:30:56.860366,67.44,0.0348,104.35,195.0
M001,2026-04-01T21:35:56.860366,70.1,0.0337,95.38,194.92
M001,2026-04-01T21:40:56.860366,73.98,0.0243,104.57,194.83
M001,2026-04-01T21:45:56.860366,68.44,0.0378,101.09,194.75
M001,2026-04-01T21:50:56.860366,68.86,0.032,102.39,194.67
M001,2026-04-01T21:55:56.860366,74.11,0.0364,100.22,194.58
M001,2026-04-01T22:00:56.860366,72.95,0.0367,96.89,194.5
M001,2026-04-01T22:05:56.860366,74.38,0.0366,103.34,194.42
M001,2026-04-01T22:10:56.860366,65.68,0.0321,104.88,194.33
M001,2026-04-01T22:15:56.860366,71.7,0.0228,98.35,194.25
M001,2026-04-01T22:20:56.860366,69.65,0.0386,102.24,194.17
M001,2026-04-01T22:25:56.860366,71.69,0.0271,101.45,194.08
M001,2026-04-01T22:30:56.860366,71.36,0.0233,101.07,194.0
M001,2026-04-01T22:35:56.860366,65.89,0.0348,98.59,193.92
M001,2026-04-01T22:40:56.860366,71.75,0.0279,104.98,193.83
M001,2026-04-01T22:45:56.860366,71.33,0.0265,97.65,193.75
M001,2026-04-01T22:50:56.860366,66.62,0.0328,103.01,193.67
M001,2026-04-01T22:55:56.860366,70.37,0.0212,99.08,193.58
M001,2026-04-01T23:00:56.860366,69.39,0.0317,96.98,193.5
M001,2026-04-01T23:05:56.860366,72.49,0.0386,100.99,193.42
M001,2026-04-01T23:10:56.860366,65.02,0.0306,104.97,193.33
M001,2026-04-01T23:15:56.860366,70.14,0.0369,103.74,193.25
M001,2026-04-01T23:20:56.860366,73.77,0.0336,102.66,193.17
M001,2026-04-01T23:25:56.860366,73.98,0.0387,98.72,193.08
M001,2026-04-01T23:30:56.860366,71.62,0.0336,98.59,193.0
M001,2026-04-01T23:35:56.860366,69.81,0.0289,98.09,192.92
M001,2026-04-01T23:40:56.860366,67.96,0.0262,103.08,192.83
M001,2026-04-01T23:45:56.860366,70.56,0.0326,96.64,192.75
M001,2026-04-01T23:50:56.860366,74.84,0.0346,95.48,192.67
M001,2026-04-01T23:55:56.860366,74.25,0.0322,98.26,192.58
M001,2026-04-02T00:00:56.860366,66.94,0.0397,97.78,192.5
M001,2026-04-02T00:05:56.860366,73.75,0.0258,104.2,192.42
M001,2026-04-02T00:10:56.860366,67.84,0.0259,103.23,192.33
M001,2026-04-02T00:15:56.860366,72.42,0.0252,99.52,192.25
M001,2026-04-02T00:20:56.860366,70.97,0.0229,104.67,192.17
M001,2026-04-02T00:25:56.860366,73.48,0.0336,96.73,192.08
M001,2026-04-02T00:30:56.860366,67.47,0.0287,99.34,192.0
M001,2026-04-02T00:35:56.860366,67.56,0.0274,98.29,191.92
M001,2026-04-02T00:40:56.860366,67.19,0.0237,97.91,191.83
M001,2026-04-02T00:45:56.860366,71.26,0.0219,104.97,191.75
M001,2026-04-02T00:50:56.860366,65.01,0.0372,103.02,191.67
M001,2026-04-02T00:55:56.860366,73.21,0.037,95.48,191.58
M001,2026-04-02T01:00:56.860366,67.97,0.0326,96.74,191.5
M001,2026-04-02T01:05:56.860366,72.24,0.0262,103.86,191.42
M001,2026-04-02T01:10:56.860366,71.41,0.0387,96.01,191.33
M001,2026-04-02T01:15:56.860366,70.82,0.0263,104.38,191.25
M001,2026-04-02T01:20:56.860366,69.22,0.0317,100.68,191.17
M001,2026-04-02T01:25:56.860366,73.95,0.0234,102.96,191.08
M001,2026-04-02T01:30:56.860366,74.98,0.0234,102.12,191.0
M001,2026-04-02T01:35:56.860366,72.97,0.0339,96.91,190.92
M001,2026-04-02T01:40:56.860366,65.56,0.0241,101.14,190.83
M001,2026-04-02T01:45:56.860366,67.61,0.035,101.46,190.75
M001,2026-04-02T01:50:56.860366,72.75,0.0392,96.42,190.67
M001,2026-04-02T01:55:56.860366,71.44,0.0232,99.75,190.58
M001,2026-04-02T02:00:56.860366,74.09,0.0322,101.84,190.5
M001,2026-04-02T02:05:56.860366,71.82,0.0275,98.25,190.42
M001,2026-04-02T02:10:56.860366,67.82,0.0396,104.67,190.33
M001,2026-04-02T02:15:56.860366,68.99,0.0237,100.88,190.25
M001,2026-04-02T02:20:56.860366,68.43,0.0241,98.4,190.17
M001,2026-04-02T02:25:56.860366,74.66,0.0223,100.02,190.08
M001,2026-04-02T02:30:56.860366,70.21,0.0374,103.94,190.0
M001,2026-04-02T02:35:56.860366,65.17,0.039,97.62,189.92
M001,2026-04-02T02:40:56.860366,71.77,0.036,104.82,189.83
M001,2026-04-02T02:45:56.860366,67.29,0.0252,96.81,189.75
M001,2026-04-02T02:50:56.860366,72.99,0.0394,97.79,189.67
M001,2026-04-02T02:55:56.860366,73.22,0.0387,98.4,189.58
M001,2026-04-02T03:00:56.860366,65.55,0.0251,97.39,189.5
M001,2026-04-02T03:05:56.860366,73.65,0.025,102.54,189.42
M001,2026-04-02T03:10:56.860366,69.64,0.0344,98.7,189.33
M001,2026-04-02T03:15:56.860366,69.75,0.035,102.64,189.25
M001,2026-04-02T03:20:56.860366,72.88,0.0207,103.15,189.17
M001,2026-04-02T03:25:56.860366,70.85,0.0261,100.78,189.08
M001,2026-04-02T03:30:56.860366,72.82,0.0242,101.26,189.0
M001,2026-04-02T03:35:56.860366,65.32,0.029,102.98,188.92
M001,2026-04-02T03:40:56.860366,70.68,0.0308,96.25,188.83
M001,2026-04-02T03:45:56.860366,69.55,0.0284,104.85,188.75
M001,2026-04-02T03:50:56.860366,73.81,0.0207,96.95,188.67
M001,2026-04-02T03:55:56.860366,69.58,0.0263,103.14,188.58
M001,2026-04-02T04:00:56.860366,72.82,0.0369,104.4,188.5
